PTS,Age,MP,FG,3P,3PA,eFG%,ORB,TOV,PF,TS%,weight
1186.0,27.0,2335.0,412.0,76.0,232.0,0.526,53.0,159.0,143.0,0.594,175.0
13.0,24.0,55.0,5.0,0.0,0.0,0.23800000000000002,12.0,3.0,5.0,0.28600000000000003,249.0
159.0,25.0,311.0,58.0,16.0,47.0,0.402,9.0,34.0,15.0,0.446,190.0
1127.0,24.0,2629.0,509.0,1.0,8.0,0.532,182.0,90.0,191.0,0.541,221.0
1070.0,25.0,2956.0,381.0,145.0,402.0,0.5539999999999999,116.0,208.0,156.0,0.589,200.0
173.0,24.0,503.0,63.0,25.0,76.0,0.47200000000000003,20.0,22.0,45.0,0.486,225.0
1282.0,33.0,2094.0,421.0,161.0,446.0,0.496,34.0,135.0,120.0,0.556,200.0
143.0,22.0,416.0,58.0,18.0,49.0,0.532,3.0,34.0,39.0,0.537,203.0
648.0,25.0,2156.0,240.0,105.0,283.0,0.547,127.0,54.0,149.0,0.568,230.0
203.0,24.0,600.0,68.0,34.0,104.0,0.423,9.0,46.0,38.0,0.46,175.0
203.0,27.0,677.0,69.0,34.0,96.0,0.462,7.0,35.0,32.0,0.503,183.0
56.0,23.0,187.0,25.0,0.0,3.0,0.48100000000000004,13.0,8.0,21.0,0.485,228.0
546.0,29.0,1181.0,244.0,4.0,16.0,0.489,53.0,57.0,163.0,0.513,245.0
1.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.266,245.0
972.0,25.0,2372.0,341.0,48.0,136.0,0.504,31.0,173.0,139.0,0.575,175.0
799.0,26.0,2214.0,344.0,20.0,66.0,0.578,172.0,123.0,271.0,0.5920000000000001,240.0
103.0,23.0,229.0,36.0,5.0,13.0,0.48100000000000004,8.0,16.0,7.0,0.54,183.0
847.0,29.0,2080.0,315.0,163.0,426.0,0.525,30.0,97.0,163.0,0.5379999999999999,225.0
176.0,23.0,397.0,61.0,43.0,118.0,0.5,8.0,20.0,40.0,0.515,205.0
1331.0,33.0,1971.0,509.0,29.0,102.0,0.483,58.0,209.0,105.0,0.534,220.0
467.0,28.0,1178.0,148.0,68.0,168.0,0.52,8.0,84.0,85.0,0.575,183.0
419.0,25.0,1348.0,182.0,0.0,0.0,0.508,121.0,69.0,148.0,0.53,265.0
894.0,29.0,2524.0,326.0,128.0,314.0,0.528,58.0,101.0,149.0,0.555,188.0
686.0,27.0,1481.0,231.0,113.0,294.0,0.521,10.0,73.0,98.0,0.565,215.0
63.0,27.0,320.0,24.0,0.0,3.0,0.364,2.0,17.0,22.0,0.434,192.0
1455.0,22.0,2859.0,526.0,107.0,332.0,0.466,60.0,200.0,153.0,0.517,172.0
242.0,24.0,476.0,89.0,59.0,122.0,0.634,7.0,24.0,40.0,0.634,205.0
426.0,28.0,1319.0,194.0,19.0,54.0,0.457,48.0,135.0,111.0,0.46,186.0
46.0,23.0,108.0,15.0,13.0,43.0,0.457,0.0,5.0,14.0,0.47200000000000003,205.0
480.0,31.0,1662.0,191.0,0.0,1.0,0.593,159.0,71.0,145.0,0.615,240.0
145.0,21.0,455.0,51.0,12.0,65.0,0.337,4.0,33.0,53.0,0.39399999999999996,200.0
126.0,21.0,388.0,51.0,6.0,21.0,0.491,12.0,21.0,25.0,0.528,193.0
998.0,27.0,2609.0,388.0,59.0,211.0,0.517,63.0,105.0,210.0,0.55,186.0
264.0,29.0,752.0,94.0,36.0,90.0,0.493,6.0,33.0,59.0,0.5329999999999999,210.0
496.0,24.0,1545.0,193.0,67.0,196.0,0.48100000000000004,55.0,91.0,138.0,0.49700000000000005,220.0
1245.0,32.0,2575.0,462.0,162.0,404.0,0.5329999999999999,48.0,120.0,129.0,0.564,240.0
98.0,21.0,355.0,41.0,0.0,6.0,0.451,26.0,15.0,76.0,0.489,245.0
1022.0,26.0,2403.0,352.0,169.0,425.0,0.54,35.0,109.0,172.0,0.574,220.0
38.0,24.0,138.0,17.0,4.0,10.0,0.442,1.0,10.0,12.0,0.442,175.0
530.0,21.0,1339.0,192.0,36.0,99.0,0.44299999999999995,26.0,77.0,134.0,0.48200000000000004,200.0
976.0,30.0,2280.0,372.0,0.0,6.0,0.62,238.0,166.0,219.0,0.604,265.0
859.0,29.0,1970.0,336.0,2.0,11.0,0.474,84.0,111.0,150.0,0.526,255.0
1930.0,24.0,2863.0,718.0,12.0,44.0,0.5329999999999999,192.0,224.0,265.0,0.583,251.0
694.0,27.0,1979.0,298.0,19.0,46.0,0.5920000000000001,159.0,110.0,225.0,0.603,240.0
652.0,30.0,2540.0,239.0,68.0,206.0,0.469,165.0,111.0,202.0,0.506,245.0
149.0,25.0,504.0,62.0,13.0,38.0,0.493,12.0,14.0,45.0,0.504,191.0
1481.0,22.0,2164.0,560.0,35.0,108.0,0.508,130.0,121.0,148.0,0.5589999999999999,253.0
125.0,29.0,397.0,49.0,0.0,1.0,0.628,41.0,23.0,54.0,0.636,245.0
628.0,27.0,1411.0,224.0,75.0,210.0,0.48200000000000004,24.0,50.0,84.0,0.525,210.0
377.0,20.0,1206.0,151.0,3.0,7.0,0.551,80.0,49.0,168.0,0.596,245.0
544.0,34.0,2024.0,209.0,84.0,203.0,0.552,22.0,87.0,135.0,0.5710000000000001,200.0
76.0,22.0,215.0,31.0,0.0,3.0,0.425,17.0,12.0,29.0,0.48,240.0
820.0,31.0,2179.0,294.0,136.0,391.0,0.485,29.0,166.0,146.0,0.515,190.0
510.0,26.0,1635.0,236.0,0.0,5.0,0.46399999999999997,112.0,42.0,146.0,0.474,230.0
1743.0,30.0,2493.0,624.0,120.0,339.0,0.535,51.0,272.0,135.0,0.5770000000000001,250.0
486.0,28.0,1148.0,197.0,0.0,0.0,0.59,112.0,69.0,113.0,0.621,275.0
879.0,22.0,2159.0,318.0,161.0,408.0,0.531,43.0,88.0,183.0,0.5529999999999999,206.0
720.0,24.0,1747.0,270.0,131.0,339.0,0.536,21.0,46.0,120.0,0.551,206.0
1185.0,28.0,2171.0,406.0,78.0,212.0,0.511,38.0,145.0,157.0,0.58,175.0
762.0,24.0,2152.0,282.0,86.0,240.0,0.46,36.0,120.0,143.0,0.49200000000000005,225.0
2010.0,25.0,2797.0,650.0,190.0,505.0,0.524,224.0,196.0,136.0,0.591,251.0
1007.0,29.0,2421.0,369.0,78.0,220.0,0.518,103.0,108.0,109.0,0.561,220.0
302.0,24.0,642.0,121.0,23.0,49.0,0.539,37.0,27.0,63.0,0.5660000000000001,228.0
1314.0,22.0,2666.0,552.0,2.0,6.0,0.522,395.0,155.0,245.0,0.499,279.0
1124.0,27.0,2008.0,397.0,131.0,358.0,0.498,131.0,90.0,109.0,0.546,240.0
636.0,22.0,2014.0,261.0,0.0,0.0,0.613,219.0,84.0,223.0,0.621,255.0
756.0,28.0,1575.0,262.0,117.0,300.0,0.551,9.0,105.0,70.0,0.5920000000000001,190.0
856.0,25.0,2870.0,348.0,0.0,0.0,0.6759999999999999,331.0,123.0,264.0,0.63,265.0
342.0,28.0,1241.0,124.0,81.0,210.0,0.565,19.0,65.0,98.0,0.5720000000000001,226.0
810.0,29.0,1667.0,280.0,36.0,111.0,0.503,25.0,115.0,102.0,0.565,190.0
98.0,24.0,259.0,32.0,0.0,0.0,0.5,23.0,12.0,26.0,0.57,231.0
6.0,22.0,23.0,2.0,0.0,0.0,0.25,2.0,2.0,6.0,0.307,241.0
100.0,24.0,388.0,44.0,0.0,0.0,0.55,30.0,23.0,60.0,0.563,250.0
454.0,23.0,1808.0,156.0,0.0,1.0,0.542,182.0,71.0,225.0,0.586,255.0
702.0,26.0,1882.0,241.0,79.0,221.0,0.46,13.0,82.0,140.0,0.513,210.0
690.0,27.0,1662.0,260.0,123.0,320.0,0.525,27.0,76.0,102.0,0.541,185.0
567.0,26.0,1255.0,224.0,42.0,110.0,0.526,76.0,75.0,125.0,0.555,228.0
689.0,21.0,1810.0,260.0,65.0,174.0,0.556,63.0,62.0,99.0,0.5920000000000001,230.0
1048.0,19.0,2108.0,367.0,99.0,289.0,0.48,27.0,160.0,225.0,0.535,206.0
665.0,31.0,1685.0,219.0,95.0,266.0,0.509,13.0,85.0,147.0,0.5589999999999999,192.0
436.0,20.0,1102.0,186.0,16.0,52.0,0.445,123.0,54.0,100.0,0.469,230.0
779.0,23.0,1856.0,344.0,0.0,1.0,0.5379999999999999,171.0,114.0,185.0,0.5429999999999999,229.0
555.0,38.0,1134.0,197.0,70.0,179.0,0.5329999999999999,26.0,99.0,99.0,0.573,205.0
770.0,27.0,1770.0,285.0,4.0,24.0,0.527,171.0,122.0,213.0,0.584,275.0
666.0,25.0,1686.0,248.0,76.0,212.0,0.46399999999999997,22.0,82.0,161.0,0.498,200.0
1873.0,25.0,2846.0,652.0,261.0,615.0,0.5660000000000001,46.0,294.0,194.0,0.61,190.0
771.0,32.0,2286.0,293.0,0.0,0.0,0.6659999999999999,294.0,105.0,169.0,0.6970000000000001,240.0
1018.0,29.0,2363.0,417.0,64.0,205.0,0.513,54.0,185.0,188.0,0.537,190.0
280.0,27.0,968.0,101.0,0.0,0.0,0.532,101.0,59.0,92.0,0.57,255.0
1385.0,30.0,2647.0,501.0,74.0,232.0,0.505,198.0,191.0,237.0,0.556,246.0
1017.0,22.0,2104.0,336.0,102.0,246.0,0.501,51.0,120.0,125.0,0.564,226.0
95.0,26.0,456.0,32.0,20.0,54.0,0.43799999999999994,10.0,13.0,55.0,0.461,228.0
784.0,25.0,2337.0,269.0,94.0,246.0,0.525,116.0,79.0,211.0,0.574,228.0
58.0,22.0,159.0,19.0,1.0,10.0,0.361,4.0,7.0,20.0,0.423,200.0
962.0,25.0,2012.0,371.0,95.0,214.0,0.521,154.0,75.0,185.0,0.552,235.0
239.0,22.0,772.0,86.0,14.0,50.0,0.419,12.0,30.0,65.0,0.47200000000000003,200.0
377.0,25.0,892.0,142.0,25.0,83.0,0.489,68.0,42.0,90.0,0.531,231.0
826.0,25.0,1527.0,309.0,135.0,318.0,0.565,34.0,63.0,114.0,0.588,185.0
1149.0,24.0,2309.0,364.0,135.0,362.0,0.495,65.0,111.0,130.0,0.561,225.0
529.0,26.0,1727.0,199.0,54.0,166.0,0.48100000000000004,55.0,60.0,98.0,0.515,237.0
511.0,30.0,1489.0,192.0,51.0,138.0,0.519,19.0,49.0,79.0,0.556,200.0
1226.0,25.0,2783.0,466.0,130.0,351.0,0.5379999999999999,69.0,144.0,168.0,0.565,230.0
540.0,28.0,1469.0,205.0,49.0,142.0,0.532,21.0,48.0,90.0,0.574,200.0
987.0,21.0,2138.0,419.0,0.0,1.0,0.491,222.0,144.0,230.0,0.523,245.0
1434.0,24.0,2852.0,507.0,143.0,361.0,0.507,44.0,180.0,204.0,0.56,234.0
1886.0,26.0,2302.0,627.0,86.0,288.0,0.455,124.0,293.0,184.0,0.536,200.0
1071.0,28.0,2421.0,396.0,189.0,480.0,0.514,35.0,108.0,196.0,0.527,225.0
729.0,25.0,1364.0,255.0,126.0,328.0,0.518,24.0,69.0,138.0,0.551,225.0
262.0,25.0,579.0,106.0,2.0,5.0,0.433,76.0,35.0,86.0,0.474,255.0
226.0,24.0,692.0,78.0,13.0,51.0,0.386,19.0,64.0,59.0,0.452,194.0
476.0,23.0,1499.0,180.0,64.0,162.0,0.507,17.0,109.0,122.0,0.53,179.0
1292.0,22.0,2573.0,473.0,84.0,248.0,0.474,51.0,204.0,187.0,0.527,210.0
698.0,22.0,1661.0,253.0,85.0,225.0,0.514,28.0,82.0,116.0,0.546,205.0
1237.0,27.0,2903.0,466.0,75.0,233.0,0.461,162.0,144.0,105.0,0.508,220.0
1689.0,25.0,2885.0,568.0,182.0,490.0,0.495,56.0,171.0,111.0,0.5539999999999999,172.0
369.0,25.0,692.0,146.0,11.0,31.0,0.49200000000000005,21.0,46.0,56.0,0.537,230.0
448.0,27.0,1230.0,169.0,54.0,140.0,0.517,93.0,44.0,135.0,0.5489999999999999,231.0
606.0,30.0,1730.0,240.0,0.0,3.0,0.45399999999999996,197.0,133.0,170.0,0.506,270.0
1107.0,28.0,2723.0,389.0,180.0,442.0,0.562,99.0,132.0,179.0,0.59,215.0
101.0,24.0,268.0,36.0,10.0,39.0,0.423,5.0,28.0,42.0,0.44799999999999995,201.0
495.0,23.0,1962.0,183.0,76.0,228.0,0.457,81.0,79.0,209.0,0.48,220.0
349.0,23.0,1266.0,158.0,1.0,10.0,0.528,101.0,41.0,124.0,0.544,230.0
1614.0,23.0,2298.0,591.0,0.0,7.0,0.496,218.0,251.0,270.0,0.555,270.0
476.0,24.0,870.0,183.0,28.0,83.0,0.469,28.0,95.0,73.0,0.511,208.0
946.0,26.0,2820.0,379.0,1.0,4.0,0.711,397.0,109.0,245.0,0.638,265.0
379.0,26.0,765.0,136.0,33.0,85.0,0.486,20.0,73.0,66.0,0.534,220.0
703.0,22.0,1476.0,267.0,38.0,121.0,0.48,56.0,96.0,109.0,0.528,194.0
1166.0,24.0,2628.0,439.0,89.0,248.0,0.496,25.0,230.0,181.0,0.5429999999999999,186.0
1297.0,28.0,2396.0,473.0,2.0,7.0,0.593,231.0,229.0,240.0,0.6,265.0
69.0,23.0,338.0,24.0,15.0,46.0,0.45,1.0,8.0,19.0,0.466,205.0
44.0,23.0,161.0,15.0,9.0,25.0,0.44299999999999995,4.0,7.0,12.0,0.47600000000000003,175.0
158.0,21.0,674.0,63.0,10.0,56.0,0.43,38.0,27.0,66.0,0.449,215.0
1277.0,30.0,2409.0,447.0,200.0,458.0,0.583,22.0,95.0,134.0,0.622,190.0
397.0,25.0,960.0,164.0,0.0,1.0,0.564,87.0,64.0,131.0,0.58,229.0
1071.0,26.0,2434.0,451.0,38.0,115.0,0.486,127.0,117.0,171.0,0.507,221.0
577.0,29.0,1421.0,194.0,77.0,230.0,0.525,6.0,88.0,103.0,0.565,192.0
5.0,21.0,15.0,2.0,0.0,1.0,0.5,0.0,2.0,1.0,0.40299999999999997,200.0
123.0,24.0,516.0,56.0,8.0,27.0,0.377,12.0,37.0,26.0,0.379,175.0
1313.0,25.0,2690.0,521.0,69.0,227.0,0.47700000000000004,82.0,246.0,198.0,0.508,220.0
1244.0,28.0,2414.0,430.0,132.0,391.0,0.47600000000000003,54.0,173.0,212.0,0.527,205.0
586.0,29.0,1461.0,214.0,131.0,336.0,0.555,26.0,52.0,119.0,0.565,225.0
911.0,27.0,2016.0,337.0,126.0,293.0,0.5760000000000001,18.0,95.0,130.0,0.605,210.0
236.0,20.0,671.0,90.0,25.0,79.0,0.486,25.0,34.0,100.0,0.507,205.0
33.0,21.0,100.0,12.0,6.0,14.0,0.455,1.0,3.0,10.0,0.475,210.0
143.0,21.0,290.0,57.0,3.0,11.0,0.47200000000000003,24.0,16.0,24.0,0.505,223.0
580.0,23.0,1227.0,230.0,56.0,181.0,0.506,44.0,50.0,105.0,0.529,185.0
1167.0,22.0,2414.0,427.0,55.0,208.0,0.431,101.0,247.0,213.0,0.48,190.0
867.0,19.0,1846.0,349.0,0.0,6.0,0.516,165.0,89.0,158.0,0.5589999999999999,253.0
872.0,26.0,2083.0,320.0,109.0,305.0,0.517,28.0,138.0,176.0,0.551,201.0
813.0,28.0,2368.0,267.0,73.0,248.0,0.45799999999999996,24.0,173.0,251.0,0.521,190.0
696.0,29.0,1672.0,245.0,91.0,297.0,0.457,10.0,80.0,91.0,0.5,210.0
1446.0,34.0,2681.0,570.0,12.0,26.0,0.5,220.0,158.0,147.0,0.55,250.0
176.0,26.0,510.0,64.0,26.0,60.0,0.49700000000000005,8.0,26.0,40.0,0.527,185.0
1234.0,27.0,2424.0,409.0,158.0,439.0,0.499,149.0,142.0,159.0,0.5529999999999999,251.0
608.0,22.0,1691.0,185.0,27.0,92.0,0.386,44.0,172.0,143.0,0.48200000000000004,194.0
1047.0,23.0,2277.0,403.0,83.0,245.0,0.485,43.0,168.0,142.0,0.527,208.0
765.0,26.0,1629.0,305.0,47.0,155.0,0.45799999999999996,73.0,135.0,184.0,0.489,245.0
326.0,23.0,864.0,114.0,48.0,142.0,0.521,7.0,23.0,48.0,0.563,205.0
261.0,29.0,619.0,101.0,32.0,90.0,0.466,4.0,45.0,44.0,0.48700000000000004,225.0
250.0,25.0,650.0,90.0,25.0,83.0,0.429,8.0,22.0,72.0,0.473,200.0
1156.0,28.0,2318.0,519.0,11.0,36.0,0.544,131.0,100.0,121.0,0.563,245.0
1523.0,24.0,2380.0,551.0,129.0,291.0,0.565,95.0,105.0,133.0,0.616,230.0
228.0,23.0,1286.0,92.0,21.0,85.0,0.51,60.0,46.0,141.0,0.513,210.0
463.0,22.0,1412.0,191.0,0.0,2.0,0.563,134.0,46.0,146.0,0.588,240.0
216.0,25.0,845.0,91.0,0.0,1.0,0.562,118.0,51.0,141.0,0.568,245.0
182.0,28.0,699.0,81.0,8.0,32.0,0.425,25.0,75.0,42.0,0.42200000000000004,186.0
144.0,26.0,804.0,57.0,0.0,0.0,0.39899999999999997,61.0,38.0,96.0,0.44,240.0
522.0,26.0,1423.0,225.0,12.0,50.0,0.49700000000000005,43.0,148.0,96.0,0.516,186.0
350.0,27.0,998.0,141.0,26.0,90.0,0.44,22.0,99.0,65.0,0.461,186.0
1134.0,26.0,2581.0,401.0,88.0,276.0,0.491,60.0,212.0,214.0,0.54,190.0
879.0,22.0,1621.0,329.0,77.0,239.0,0.47100000000000003,25.0,183.0,138.0,0.51,172.0
356.0,25.0,1226.0,103.0,67.0,190.0,0.46399999999999997,20.0,68.0,64.0,0.527,183.0
35.0,26.0,79.0,17.0,0.0,0.0,0.447,10.0,8.0,16.0,0.455,270.0
965.0,30.0,1686.0,332.0,181.0,460.0,0.544,55.0,84.0,159.0,0.5710000000000001,242.0
785.0,28.0,2045.0,314.0,2.0,6.0,0.557,203.0,116.0,227.0,0.594,275.0
625.0,24.0,2033.0,231.0,77.0,224.0,0.45799999999999996,43.0,61.0,177.0,0.49,200.0
1085.0,27.0,2471.0,418.0,139.0,406.0,0.5,96.0,110.0,231.0,0.523,225.0
1035.0,28.0,2219.0,377.0,87.0,217.0,0.542,28.0,130.0,142.0,0.591,175.0
59.0,35.0,260.0,23.0,1.0,9.0,0.385,10.0,5.0,25.0,0.434,235.0
1153.0,23.0,2379.0,425.0,98.0,282.0,0.489,48.0,153.0,174.0,0.534,210.0
436.0,25.0,831.0,177.0,21.0,54.0,0.528,31.0,57.0,93.0,0.5589999999999999,235.0
713.0,29.0,2383.0,261.0,87.0,252.0,0.511,114.0,96.0,179.0,0.541,245.0
1040.0,26.0,2125.0,413.0,0.0,0.0,0.606,238.0,137.0,201.0,0.629,265.0
604.0,31.0,2069.0,231.0,74.0,212.0,0.54,44.0,88.0,100.0,0.5529999999999999,215.0
239.0,26.0,773.0,88.0,36.0,105.0,0.465,12.0,39.0,61.0,0.489,185.0
328.0,27.0,800.0,134.0,0.0,0.0,0.596,86.0,64.0,139.0,0.626,250.0
1377.0,22.0,2972.0,493.0,170.0,469.0,0.491,88.0,233.0,227.0,0.531,220.0
523.0,32.0,1407.0,205.0,89.0,258.0,0.495,33.0,109.0,136.0,0.503,190.0
299.0,29.0,716.0,104.0,54.0,132.0,0.498,23.0,51.0,76.0,0.529,161.0
208.0,23.0,720.0,89.0,1.0,8.0,0.42,47.0,44.0,84.0,0.44799999999999995,237.0
465.0,23.0,1154.0,171.0,74.0,194.0,0.52,63.0,53.0,120.0,0.537,235.0
65.0,23.0,263.0,23.0,15.0,39.0,0.565,0.0,6.0,17.0,0.578,205.0
863.0,23.0,1682.0,317.0,44.0,152.0,0.498,100.0,70.0,94.0,0.5479999999999999,223.0
1327.0,27.0,2683.0,550.0,61.0,201.0,0.491,133.0,226.0,175.0,0.501,225.0
61.0,26.0,189.0,29.0,0.0,0.0,0.49200000000000005,17.0,6.0,12.0,0.488,249.0
395.0,39.0,1005.0,133.0,59.0,169.0,0.474,31.0,35.0,101.0,0.52,220.0
340.0,28.0,1176.0,118.0,43.0,108.0,0.488,77.0,52.0,137.0,0.531,231.0
1080.0,23.0,2752.0,427.0,86.0,244.0,0.54,95.0,210.0,195.0,0.564,230.0
1275.0,28.0,2640.0,502.0,90.0,259.0,0.546,81.0,173.0,195.0,0.5770000000000001,190.0
9.0,19.0,21.0,4.0,1.0,2.0,0.643,4.0,1.0,2.0,0.643,220.0
908.0,25.0,2603.0,355.0,0.0,1.0,0.551,326.0,84.0,196.0,0.605,255.0
352.0,25.0,533.0,129.0,0.0,1.0,0.563,39.0,28.0,52.0,0.629,275.0
156.0,19.0,573.0,56.0,16.0,53.0,0.41,7.0,33.0,33.0,0.45,195.0
894.0,21.0,1756.0,336.0,63.0,203.0,0.451,22.0,121.0,113.0,0.49200000000000005,225.0
693.0,24.0,1765.0,260.0,71.0,201.0,0.47600000000000003,22.0,120.0,168.0,0.514,200.0
925.0,32.0,2468.0,341.0,191.0,425.0,0.584,29.0,103.0,136.0,0.596,200.0
354.0,25.0,661.0,139.0,40.0,128.0,0.47700000000000004,10.0,50.0,44.0,0.503,195.0
170.0,24.0,473.0,60.0,36.0,95.0,0.506,18.0,15.0,52.0,0.525,225.0
777.0,27.0,1964.0,258.0,83.0,246.0,0.46299999999999997,20.0,145.0,93.0,0.527,183.0
443.0,27.0,909.0,140.0,20.0,56.0,0.493,16.0,55.0,40.0,0.585,190.0
437.0,24.0,1118.0,175.0,46.0,112.0,0.54,83.0,49.0,120.0,0.5589999999999999,230.0
511.0,23.0,1797.0,187.0,55.0,165.0,0.467,86.0,91.0,231.0,0.498,230.0
1001.0,30.0,2453.0,439.0,0.0,3.0,0.5660000000000001,180.0,100.0,191.0,0.5870000000000001,240.0
872.0,19.0,2068.0,329.0,74.0,232.0,0.40399999999999997,32.0,217.0,141.0,0.43700000000000006,200.0
16.0,25.0,40.0,4.0,2.0,8.0,0.385,4.0,2.0,1.0,0.46,210.0
1920.0,28.0,2482.0,669.0,157.0,414.0,0.502,134.0,175.0,205.0,0.56,240.0
221.0,28.0,504.0,90.0,23.0,52.0,0.555,8.0,25.0,37.0,0.573,200.0
526.0,26.0,1684.0,206.0,0.0,0.0,0.611,224.0,64.0,202.0,0.616,240.0
987.0,23.0,2016.0,366.0,45.0,133.0,0.508,56.0,128.0,133.0,0.5579999999999999,220.0
218.0,25.0,676.0,81.0,41.0,97.0,0.51,5.0,24.0,38.0,0.529,200.0
1695.0,23.0,2937.0,553.0,218.0,554.0,0.508,35.0,193.0,197.0,0.568,195.0
1350.0,21.0,2823.0,513.0,28.0,109.0,0.52,113.0,208.0,258.0,0.5660000000000001,222.0
90.0,23.0,236.0,31.0,3.0,11.0,0.485,18.0,11.0,40.0,0.552,240.0
744.0,20.0,2311.0,302.0,0.0,0.0,0.462,185.0,146.0,208.0,0.493,228.0
748.0,20.0,2058.0,276.0,52.0,145.0,0.48100000000000004,53.0,101.0,140.0,0.526,210.0
384.0,26.0,956.0,143.0,22.0,87.0,0.5,60.0,66.0,102.0,0.552,250.0
502.0,19.0,2232.0,195.0,32.0,116.0,0.457,81.0,95.0,184.0,0.489,225.0
596.0,23.0,1524.0,222.0,86.0,233.0,0.504,80.0,77.0,160.0,0.516,235.0
112.0,20.0,362.0,44.0,13.0,34.0,0.46299999999999997,25.0,15.0,39.0,0.47,200.0
1531.0,25.0,2784.0,572.0,115.0,328.0,0.467,42.0,318.0,159.0,0.51,195.0
374.0,22.0,993.0,149.0,24.0,104.0,0.495,21.0,53.0,84.0,0.531,208.0
491.0,26.0,1553.0,222.0,0.0,2.0,0.551,149.0,58.0,131.0,0.563,228.0
166.0,23.0,387.0,65.0,10.0,33.0,0.449,16.0,18.0,31.0,0.488,175.0
485.0,29.0,2049.0,190.0,0.0,2.0,0.445,219.0,123.0,203.0,0.48200000000000004,230.0
593.0,23.0,1464.0,226.0,62.0,185.0,0.498,22.0,61.0,137.0,0.523,200.0
646.0,25.0,1964.0,286.0,0.0,0.0,0.517,198.0,111.0,185.0,0.529,249.0
357.0,24.0,956.0,155.0,0.0,0.0,0.534,92.0,40.0,114.0,0.542,240.0
229.0,32.0,754.0,81.0,48.0,121.0,0.565,23.0,30.0,71.0,0.586,255.0
1094.0,24.0,2892.0,441.0,58.0,159.0,0.446,56.0,187.0,197.0,0.478,220.0
835.0,26.0,1694.0,349.0,1.0,2.0,0.5579999999999999,235.0,91.0,169.0,0.5770000000000001,228.0
401.0,25.0,1161.0,162.0,24.0,64.0,0.424,52.0,58.0,185.0,0.45899999999999996,235.0
1573.0,31.0,2530.0,567.0,105.0,310.0,0.474,98.0,176.0,180.0,0.53,240.0
23.0,24.0,68.0,8.0,2.0,6.0,0.5,2.0,7.0,10.0,0.557,170.0
754.0,31.0,1560.0,299.0,1.0,5.0,0.504,65.0,117.0,164.0,0.53,250.0
487.0,23.0,1143.0,203.0,30.0,77.0,0.48,28.0,105.0,92.0,0.505,205.0
1417.0,25.0,2718.0,582.0,90.0,292.0,0.489,166.0,165.0,213.0,0.512,221.0
593.0,26.0,1416.0,209.0,35.0,87.0,0.53,54.0,88.0,107.0,0.58,225.0
1095.0,20.0,2619.0,479.0,0.0,2.0,0.623,440.0,110.0,273.0,0.599,279.0
1030.0,20.0,2541.0,383.0,7.0,44.0,0.496,100.0,173.0,254.0,0.552,222.0
402.0,29.0,1160.0,135.0,82.0,228.0,0.552,45.0,40.0,117.0,0.58,240.0
893.0,21.0,1850.0,332.0,32.0,126.0,0.486,88.0,78.0,143.0,0.542,235.0
246.0,24.0,582.0,90.0,24.0,75.0,0.47,13.0,44.0,45.0,0.512,195.0
966.0,23.0,2149.0,364.0,36.0,153.0,0.41600000000000004,64.0,253.0,167.0,0.461,190.0
426.0,20.0,1103.0,171.0,0.0,2.0,0.446,125.0,86.0,207.0,0.483,280.0
43.0,26.0,141.0,18.0,0.0,1.0,0.5,12.0,11.0,23.0,0.521,260.0
396.0,27.0,1673.0,147.0,72.0,202.0,0.517,22.0,98.0,124.0,0.5329999999999999,226.0
1100.0,28.0,2379.0,382.0,165.0,451.0,0.528,17.0,138.0,117.0,0.5710000000000001,190.0
426.0,23.0,1265.0,154.0,22.0,100.0,0.42200000000000004,23.0,87.0,97.0,0.479,195.0
1248.0,23.0,2800.0,426.0,85.0,280.0,0.45399999999999996,62.0,212.0,155.0,0.52,226.0
1036.0,26.0,2252.0,376.0,70.0,182.0,0.51,55.0,132.0,175.0,0.561,235.0
325.0,28.0,659.0,102.0,44.0,107.0,0.541,3.0,54.0,44.0,0.601,183.0
188.0,27.0,499.0,71.0,37.0,108.0,0.484,33.0,20.0,53.0,0.495,242.0
1088.0,36.0,2093.0,372.0,162.0,399.0,0.53,58.0,106.0,226.0,0.5710000000000001,220.0
0.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,210.0
1485.0,23.0,3013.0,548.0,34.0,120.0,0.45899999999999996,48.0,151.0,173.0,0.523,221.0
417.0,22.0,1309.0,170.0,18.0,62.0,0.46,33.0,57.0,67.0,0.486,190.0
118.0,22.0,694.0,44.0,22.0,56.0,0.509,8.0,23.0,89.0,0.529,235.0
747.0,21.0,1965.0,306.0,1.0,2.0,0.522,154.0,158.0,192.0,0.544,228.0
351.0,26.0,801.0,128.0,62.0,182.0,0.473,21.0,35.0,58.0,0.496,185.0
304.0,22.0,1243.0,101.0,0.0,0.0,0.5429999999999999,159.0,52.0,140.0,0.578,255.0
727.0,21.0,1787.0,274.0,0.0,5.0,0.48200000000000004,184.0,129.0,247.0,0.5329999999999999,265.0
1387.0,24.0,2837.0,519.0,65.0,217.0,0.473,36.0,304.0,180.0,0.523,195.0
832.0,26.0,1907.0,277.0,65.0,176.0,0.473,26.0,166.0,189.0,0.539,200.0
608.0,28.0,2018.0,275.0,27.0,86.0,0.447,73.0,210.0,153.0,0.44799999999999995,186.0
