PTS,Age,MP,FG,3P,3PA,eFG%,ORB,TOV,PF,TS%,weight
572.0,23.0,2045.0,234.0,13.0,48.0,0.48700000000000004,129.0,88.0,147.0,0.516,220.0
9.0,23.0,9.0,4.0,0.0,0.0,0.8,0.0,2.0,1.0,0.765,240.0
686.0,26.0,913.0,238.0,64.0,159.0,0.578,16.0,74.0,40.0,0.633,240.0
1168.0,28.0,2454.0,416.0,97.0,292.0,0.48,64.0,108.0,147.0,0.534,235.0
145.0,26.0,393.0,55.0,25.0,59.0,0.536,8.0,11.0,33.0,0.5539999999999999,200.0
3.0,24.0,15.0,1.0,1.0,4.0,0.375,0.0,1.0,1.0,0.375,219.0
1080.0,27.0,2097.0,447.0,44.0,150.0,0.44799999999999995,46.0,175.0,84.0,0.479,190.0
228.0,24.0,713.0,79.0,36.0,96.0,0.513,45.0,44.0,83.0,0.551,185.0
1012.0,31.0,2256.0,433.0,0.0,1.0,0.5670000000000001,222.0,121.0,193.0,0.5920000000000001,240.0
1177.0,24.0,2758.0,456.0,152.0,395.0,0.5670000000000001,79.0,147.0,148.0,0.584,230.0
355.0,25.0,879.0,142.0,35.0,98.0,0.498,11.0,81.0,65.0,0.52,203.0
470.0,24.0,1228.0,196.0,0.0,0.0,0.5660000000000001,124.0,87.0,152.0,0.578,229.0
354.0,27.0,1135.0,142.0,0.0,1.0,0.507,29.0,59.0,105.0,0.5589999999999999,192.0
1095.0,24.0,2640.0,396.0,87.0,257.0,0.49,32.0,236.0,205.0,0.5379999999999999,200.0
331.0,26.0,813.0,122.0,18.0,47.0,0.541,16.0,53.0,103.0,0.586,195.0
159.0,36.0,570.0,55.0,39.0,103.0,0.49,4.0,27.0,48.0,0.501,185.0
990.0,22.0,2460.0,376.0,120.0,290.0,0.511,60.0,123.0,243.0,0.541,234.0
695.0,25.0,2010.0,314.0,0.0,6.0,0.46799999999999997,142.0,56.0,153.0,0.485,230.0
749.0,26.0,1170.0,301.0,6.0,18.0,0.504,51.0,83.0,95.0,0.544,251.0
492.0,29.0,1769.0,235.0,0.0,0.0,0.627,182.0,97.0,210.0,0.61,260.0
910.0,30.0,2312.0,336.0,160.0,432.0,0.535,73.0,89.0,245.0,0.555,255.0
341.0,22.0,1107.0,123.0,53.0,115.0,0.55,21.0,35.0,107.0,0.569,200.0
443.0,26.0,1490.0,182.0,7.0,22.0,0.42,65.0,74.0,101.0,0.456,235.0
807.0,23.0,2092.0,309.0,145.0,390.0,0.507,32.0,69.0,136.0,0.519,206.0
101.0,22.0,252.0,31.0,18.0,55.0,0.46,7.0,21.0,25.0,0.506,201.0
86.0,20.0,362.0,33.0,0.0,0.0,0.423,39.0,26.0,68.0,0.469,260.0
580.0,30.0,1362.0,225.0,54.0,167.0,0.47,23.0,70.0,104.0,0.502,185.0
1661.0,29.0,2512.0,659.0,37.0,105.0,0.479,177.0,122.0,125.0,0.528,260.0
239.0,27.0,617.0,98.0,10.0,33.0,0.452,14.0,45.0,38.0,0.484,175.0
839.0,25.0,2341.0,299.0,126.0,349.0,0.503,98.0,120.0,171.0,0.5329999999999999,220.0
475.0,29.0,1326.0,203.0,1.0,7.0,0.5670000000000001,110.0,71.0,159.0,0.593,275.0
196.0,32.0,446.0,71.0,43.0,114.0,0.575,12.0,13.0,56.0,0.586,255.0
1296.0,27.0,2722.0,470.0,1.0,6.0,0.579,251.0,225.0,291.0,0.573,265.0
1255.0,32.0,2230.0,445.0,149.0,396.0,0.511,22.0,146.0,71.0,0.5579999999999999,200.0
1187.0,23.0,2280.0,482.0,1.0,6.0,0.526,196.0,121.0,210.0,0.5579999999999999,265.0
538.0,26.0,1793.0,188.0,91.0,244.0,0.522,53.0,51.0,150.0,0.55,220.0
470.0,20.0,1583.0,182.0,59.0,185.0,0.46,38.0,28.0,145.0,0.483,205.0
269.0,29.0,1178.0,104.0,0.0,0.0,0.5329999999999999,120.0,60.0,124.0,0.551,255.0
386.0,26.0,829.0,162.0,19.0,50.0,0.524,52.0,42.0,56.0,0.539,221.0
627.0,30.0,1936.0,263.0,0.0,3.0,0.526,206.0,78.0,180.0,0.556,225.0
270.0,26.0,741.0,98.0,31.0,74.0,0.546,51.0,43.0,85.0,0.5770000000000001,231.0
1055.0,23.0,2378.0,406.0,109.0,268.0,0.53,48.0,113.0,183.0,0.563,234.0
777.0,24.0,1646.0,248.0,135.0,346.0,0.518,58.0,102.0,151.0,0.564,220.0
250.0,30.0,845.0,98.0,31.0,79.0,0.516,10.0,23.0,55.0,0.54,200.0
261.0,23.0,1012.0,87.0,43.0,118.0,0.47600000000000003,17.0,81.0,76.0,0.517,175.0
338.0,33.0,1353.0,134.0,4.0,17.0,0.564,116.0,71.0,187.0,0.599,255.0
1038.0,25.0,2308.0,360.0,122.0,363.0,0.518,70.0,83.0,198.0,0.565,235.0
253.0,27.0,963.0,82.0,45.0,133.0,0.484,31.0,36.0,66.0,0.531,240.0
554.0,35.0,1404.0,244.0,3.0,7.0,0.5479999999999999,72.0,68.0,142.0,0.573,250.0
857.0,33.0,1980.0,350.0,27.0,65.0,0.512,17.0,131.0,114.0,0.546,185.0
200.0,23.0,723.0,73.0,25.0,77.0,0.515,9.0,22.0,88.0,0.55,235.0
17.0,23.0,105.0,8.0,0.0,2.0,0.308,6.0,10.0,7.0,0.316,190.0
104.0,22.0,268.0,41.0,14.0,35.0,0.5710000000000001,0.0,24.0,28.0,0.5770000000000001,203.0
374.0,23.0,899.0,121.0,26.0,68.0,0.447,19.0,52.0,64.0,0.524,214.0
330.0,24.0,618.0,105.0,20.0,92.0,0.386,64.0,39.0,34.0,0.45799999999999996,251.0
1399.0,26.0,2474.0,470.0,64.0,205.0,0.485,79.0,132.0,124.0,0.562,236.0
72.0,21.0,311.0,29.0,6.0,27.0,0.302,24.0,19.0,23.0,0.326,190.0
42.0,22.0,75.0,15.0,12.0,25.0,0.677,0.0,3.0,6.0,0.677,205.0
168.0,22.0,683.0,63.0,30.0,85.0,0.51,7.0,15.0,74.0,0.525,210.0
240.0,22.0,691.0,86.0,6.0,34.0,0.441,30.0,51.0,91.0,0.49,214.0
996.0,21.0,2670.0,363.0,140.0,391.0,0.521,31.0,138.0,219.0,0.552,195.0
1144.0,28.0,1810.0,387.0,135.0,350.0,0.511,29.0,95.0,156.0,0.564,210.0
1181.0,25.0,2037.0,533.0,2.0,9.0,0.511,174.0,123.0,173.0,0.531,260.0
464.0,27.0,1146.0,176.0,62.0,158.0,0.551,53.0,42.0,102.0,0.575,237.0
1155.0,25.0,2536.0,456.0,147.0,407.0,0.52,48.0,109.0,164.0,0.5379999999999999,180.0
598.0,26.0,1717.0,220.0,37.0,120.0,0.462,22.0,133.0,163.0,0.519,200.0
850.0,32.0,2408.0,289.0,185.0,392.0,0.626,22.0,102.0,147.0,0.653,212.0
22.0,28.0,43.0,7.0,4.0,9.0,0.45,1.0,1.0,2.0,0.506,210.0
956.0,28.0,2024.0,337.0,173.0,445.0,0.563,38.0,81.0,132.0,0.586,220.0
930.0,26.0,1939.0,298.0,133.0,332.0,0.508,15.0,125.0,147.0,0.569,183.0
344.0,28.0,804.0,120.0,48.0,151.0,0.483,8.0,33.0,47.0,0.529,190.0
208.0,22.0,647.0,71.0,22.0,83.0,0.469,18.0,24.0,45.0,0.522,228.0
186.0,28.0,786.0,83.0,1.0,1.0,0.45399999999999996,68.0,35.0,85.0,0.46299999999999997,260.0
293.0,29.0,709.0,114.0,25.0,77.0,0.474,19.0,24.0,62.0,0.496,235.0
484.0,27.0,1313.0,169.0,44.0,109.0,0.5,34.0,57.0,109.0,0.557,235.0
11.0,38.0,77.0,5.0,1.0,5.0,0.262,0.0,5.0,11.0,0.251,189.0
962.0,21.0,2107.0,363.0,106.0,259.0,0.489,57.0,123.0,136.0,0.521,207.0
1391.0,28.0,2578.0,611.0,2.0,17.0,0.495,156.0,105.0,170.0,0.522,289.0
700.0,27.0,2041.0,258.0,124.0,310.0,0.539,73.0,91.0,234.0,0.5529999999999999,185.0
1343.0,27.0,2780.0,445.0,201.0,511.0,0.541,51.0,110.0,176.0,0.588,220.0
314.0,27.0,870.0,140.0,0.0,0.0,0.601,94.0,40.0,73.0,0.606,249.0
121.0,20.0,411.0,52.0,12.0,43.0,0.40299999999999997,7.0,42.0,36.0,0.41100000000000003,194.0
1028.0,20.0,2047.0,373.0,81.0,243.0,0.467,132.0,121.0,205.0,0.518,240.0
753.0,28.0,1464.0,259.0,142.0,387.0,0.521,25.0,70.0,142.0,0.547,225.0
392.0,22.0,1353.0,141.0,63.0,192.0,0.47,35.0,49.0,128.0,0.491,235.0
529.0,26.0,1123.0,201.0,66.0,192.0,0.517,45.0,39.0,83.0,0.5429999999999999,237.0
411.0,32.0,1027.0,140.0,31.0,102.0,0.434,9.0,94.0,77.0,0.505,200.0
142.0,28.0,519.0,46.0,24.0,61.0,0.479,5.0,30.0,41.0,0.522,183.0
734.0,26.0,1426.0,228.0,107.0,301.0,0.496,31.0,57.0,94.0,0.563,225.0
717.0,24.0,1743.0,280.0,0.0,3.0,0.573,175.0,106.0,207.0,0.57,245.0
8.0,24.0,48.0,3.0,0.0,0.0,0.5,3.0,3.0,4.0,0.515,238.0
1149.0,23.0,2541.0,408.0,161.0,449.0,0.503,38.0,125.0,202.0,0.542,206.0
435.0,23.0,1412.0,159.0,73.0,197.0,0.527,31.0,48.0,86.0,0.55,200.0
1560.0,27.0,2790.0,638.0,2.0,14.0,0.485,175.0,143.0,187.0,0.53,260.0
955.0,30.0,2362.0,353.0,204.0,510.0,0.535,43.0,59.0,204.0,0.542,225.0
286.0,29.0,786.0,105.0,46.0,118.0,0.474,31.0,28.0,63.0,0.49,215.0
1250.0,32.0,2435.0,502.0,4.0,19.0,0.5,145.0,157.0,149.0,0.545,250.0
590.0,29.0,1669.0,212.0,61.0,224.0,0.439,42.0,78.0,168.0,0.48100000000000004,186.0
339.0,29.0,892.0,122.0,62.0,193.0,0.48,27.0,53.0,74.0,0.5,242.0
1366.0,26.0,2687.0,521.0,84.0,260.0,0.449,99.0,198.0,182.0,0.494,230.0
1289.0,26.0,2756.0,576.0,3.0,6.0,0.545,195.0,147.0,163.0,0.56,245.0
1786.0,24.0,2983.0,626.0,272.0,600.0,0.5489999999999999,59.0,240.0,198.0,0.589,190.0
1075.0,24.0,2119.0,378.0,85.0,280.0,0.429,35.0,100.0,92.0,0.486,172.0
1154.0,33.0,2791.0,446.0,121.0,337.0,0.494,53.0,137.0,120.0,0.523,240.0
1289.0,23.0,2614.0,449.0,109.0,327.0,0.441,39.0,169.0,128.0,0.499,172.0
383.0,29.0,1584.0,141.0,48.0,152.0,0.485,50.0,55.0,90.0,0.517,220.0
906.0,22.0,1602.0,324.0,12.0,45.0,0.449,35.0,157.0,117.0,0.521,195.0
410.0,35.0,1326.0,143.0,66.0,173.0,0.564,15.0,43.0,129.0,0.585,233.0
530.0,27.0,1471.0,188.0,76.0,209.0,0.501,44.0,84.0,72.0,0.5379999999999999,215.0
432.0,23.0,938.0,146.0,91.0,246.0,0.507,18.0,62.0,83.0,0.534,201.0
0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0
1169.0,31.0,2607.0,471.0,2.0,23.0,0.461,310.0,150.0,180.0,0.506,260.0
309.0,25.0,764.0,129.0,5.0,22.0,0.485,76.0,61.0,107.0,0.52,250.0
21.0,26.0,82.0,7.0,1.0,11.0,0.313,0.0,9.0,7.0,0.39399999999999996,183.0
173.0,33.0,653.0,74.0,0.0,0.0,0.507,42.0,24.0,79.0,0.523,235.0
606.0,22.0,1708.0,215.0,68.0,202.0,0.474,69.0,58.0,126.0,0.513,242.0
643.0,26.0,1146.0,240.0,44.0,131.0,0.46399999999999997,43.0,94.0,95.0,0.513,230.0
396.0,25.0,721.0,154.0,1.0,5.0,0.45799999999999996,70.0,45.0,89.0,0.515,255.0
871.0,22.0,2276.0,339.0,98.0,267.0,0.541,97.0,70.0,163.0,0.564,198.0
648.0,23.0,1817.0,295.0,0.0,1.0,0.581,211.0,53.0,246.0,0.585,265.0
928.0,20.0,1591.0,397.0,1.0,6.0,0.509,122.0,124.0,140.0,0.536,275.0
958.0,22.0,1708.0,359.0,105.0,271.0,0.515,41.0,112.0,117.0,0.547,207.0
445.0,21.0,1432.0,176.0,35.0,104.0,0.495,70.0,52.0,97.0,0.523,198.0
291.0,22.0,791.0,117.0,25.0,81.0,0.473,15.0,35.0,81.0,0.488,200.0
858.0,25.0,1903.0,274.0,170.0,482.0,0.504,65.0,143.0,232.0,0.5429999999999999,215.0
430.0,26.0,917.0,171.0,22.0,76.0,0.42200000000000004,43.0,90.0,104.0,0.456,245.0
476.0,19.0,1243.0,208.0,1.0,2.0,0.61,169.0,57.0,144.0,0.578,279.0
768.0,23.0,1557.0,303.0,0.0,0.0,0.565,184.0,85.0,158.0,0.61,265.0
122.0,24.0,549.0,52.0,6.0,28.0,0.451,14.0,30.0,49.0,0.46799999999999997,189.0
660.0,29.0,1816.0,264.0,0.0,0.0,0.589,138.0,100.0,220.0,0.603,250.0
408.0,29.0,1325.0,149.0,0.0,1.0,0.42700000000000005,141.0,92.0,124.0,0.502,270.0
980.0,27.0,2598.0,357.0,0.0,1.0,0.703,267.0,107.0,207.0,0.628,265.0
89.0,24.0,265.0,33.0,13.0,38.0,0.52,12.0,10.0,26.0,0.55,235.0
1377.0,25.0,2800.0,468.0,88.0,272.0,0.489,72.0,274.0,189.0,0.555,205.0
53.0,24.0,91.0,18.0,9.0,22.0,0.45899999999999996,4.0,12.0,11.0,0.49200000000000005,220.0
244.0,23.0,730.0,86.0,62.0,178.0,0.5,15.0,22.0,82.0,0.509,225.0
832.0,23.0,2105.0,311.0,112.0,285.0,0.541,27.0,64.0,192.0,0.5720000000000001,210.0
422.0,30.0,1583.0,200.0,0.0,0.0,0.563,141.0,106.0,188.0,0.565,260.0
182.0,25.0,426.0,76.0,0.0,0.0,0.5710000000000001,49.0,16.0,47.0,0.579,220.0
749.0,21.0,2066.0,251.0,35.0,146.0,0.44799999999999995,99.0,110.0,215.0,0.506,210.0
1213.0,23.0,2566.0,429.0,156.0,390.0,0.546,33.0,133.0,214.0,0.5870000000000001,205.0
923.0,23.0,2248.0,380.0,0.0,0.0,0.552,260.0,113.0,234.0,0.573,228.0
1218.0,29.0,2390.0,443.0,77.0,216.0,0.518,139.0,166.0,201.0,0.565,246.0
557.0,28.0,1982.0,213.0,0.0,0.0,0.517,244.0,95.0,144.0,0.545,255.0
261.0,25.0,741.0,96.0,16.0,48.0,0.45399999999999996,26.0,65.0,73.0,0.499,170.0
533.0,23.0,1457.0,204.0,62.0,176.0,0.46,37.0,61.0,129.0,0.489,200.0
261.0,25.0,1006.0,119.0,1.0,23.0,0.425,31.0,65.0,66.0,0.43799999999999994,175.0
136.0,20.0,325.0,53.0,7.0,21.0,0.491,17.0,18.0,31.0,0.5379999999999999,235.0
51.0,25.0,272.0,20.0,3.0,17.0,0.358,11.0,27.0,31.0,0.38299999999999995,170.0
88.0,27.0,195.0,34.0,0.0,0.0,0.557,14.0,13.0,28.0,0.597,270.0
1038.0,23.0,1721.0,414.0,10.0,21.0,0.583,249.0,115.0,166.0,0.626,245.0
1264.0,28.0,2730.0,517.0,70.0,265.0,0.44799999999999995,102.0,199.0,197.0,0.46299999999999997,225.0
1417.0,27.0,2862.0,457.0,190.0,500.0,0.511,88.0,194.0,267.0,0.5670000000000001,205.0
94.0,25.0,270.0,31.0,11.0,34.0,0.462,10.0,15.0,18.0,0.52,220.0
8.0,24.0,25.0,4.0,0.0,2.0,0.5710000000000001,3.0,2.0,6.0,0.5710000000000001,227.0
411.0,20.0,1377.0,124.0,49.0,156.0,0.42200000000000004,49.0,85.0,144.0,0.47,210.0
109.0,23.0,321.0,43.0,13.0,41.0,0.46299999999999997,6.0,17.0,29.0,0.48,225.0
1115.0,24.0,2153.0,411.0,34.0,108.0,0.507,139.0,147.0,232.0,0.564,245.0
2.0,22.0,7.0,1.0,0.0,1.0,0.5,0.0,2.0,1.0,0.5,203.0
34.0,23.0,96.0,15.0,0.0,0.0,0.625,8.0,3.0,10.0,0.628,228.0
670.0,23.0,1837.0,266.0,45.0,134.0,0.442,131.0,104.0,209.0,0.473,245.0
319.0,21.0,1127.0,108.0,48.0,149.0,0.446,11.0,40.0,92.0,0.49200000000000005,205.0
588.0,23.0,1682.0,237.0,67.0,197.0,0.452,48.0,105.0,122.0,0.47100000000000003,191.0
480.0,31.0,1758.0,188.0,42.0,124.0,0.562,52.0,68.0,109.0,0.578,220.0
171.0,23.0,847.0,66.0,4.0,15.0,0.48200000000000004,72.0,30.0,122.0,0.52,240.0
424.0,23.0,973.0,159.0,55.0,139.0,0.511,14.0,48.0,81.0,0.534,190.0
1920.0,31.0,2709.0,737.0,87.0,282.0,0.551,111.0,249.0,143.0,0.588,250.0
673.0,32.0,1655.0,270.0,8.0,28.0,0.473,111.0,104.0,93.0,0.512,250.0
861.0,31.0,1791.0,328.0,2.0,3.0,0.465,58.0,118.0,141.0,0.528,255.0
1328.0,28.0,2482.0,483.0,76.0,212.0,0.498,154.0,185.0,210.0,0.545,246.0
1656.0,21.0,2455.0,642.0,1.0,12.0,0.536,173.0,95.0,141.0,0.591,253.0
3.0,20.0,43.0,1.0,1.0,7.0,0.125,1.0,4.0,2.0,0.125,218.0
837.0,27.0,1799.0,320.0,104.0,251.0,0.5710000000000001,29.0,95.0,114.0,0.589,230.0
327.0,32.0,702.0,135.0,46.0,130.0,0.527,16.0,61.0,70.0,0.53,190.0
1047.0,24.0,2807.0,352.0,165.0,444.0,0.522,97.0,190.0,139.0,0.5660000000000001,200.0
588.0,30.0,2040.0,220.0,62.0,175.0,0.5479999999999999,53.0,100.0,103.0,0.57,215.0
760.0,30.0,2252.0,286.0,63.0,185.0,0.455,22.0,133.0,133.0,0.498,200.0
558.0,21.0,1667.0,184.0,61.0,241.0,0.405,76.0,80.0,183.0,0.46299999999999997,220.0
669.0,27.0,1319.0,263.0,74.0,190.0,0.539,80.0,45.0,149.0,0.5539999999999999,235.0
383.0,30.0,1341.0,128.0,98.0,272.0,0.5329999999999999,39.0,28.0,86.0,0.5429999999999999,240.0
463.0,28.0,1632.0,190.0,12.0,41.0,0.505,166.0,81.0,169.0,0.5329999999999999,228.0
2280.0,24.0,3119.0,731.0,139.0,334.0,0.5589999999999999,46.0,280.0,143.0,0.647,240.0
1134.0,31.0,1997.0,456.0,25.0,67.0,0.513,17.0,151.0,86.0,0.555,185.0
753.0,27.0,2245.0,286.0,91.0,259.0,0.48,67.0,87.0,162.0,0.509,215.0
326.0,31.0,887.0,125.0,51.0,98.0,0.635,6.0,51.0,41.0,0.654,200.0
27.0,23.0,87.0,9.0,0.0,0.0,0.409,10.0,3.0,23.0,0.43200000000000005,260.0
704.0,19.0,2025.0,281.0,2.0,9.0,0.46,131.0,101.0,164.0,0.506,232.0
204.0,28.0,735.0,68.0,33.0,88.0,0.49700000000000005,24.0,34.0,76.0,0.534,195.0
939.0,29.0,2253.0,354.0,67.0,213.0,0.47,74.0,93.0,164.0,0.51,235.0
396.0,25.0,985.0,145.0,53.0,143.0,0.52,20.0,33.0,43.0,0.556,200.0
629.0,28.0,1974.0,235.0,1.0,6.0,0.484,67.0,105.0,172.0,0.551,192.0
2.0,23.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,165.0
1105.0,22.0,2789.0,403.0,114.0,369.0,0.479,70.0,105.0,167.0,0.521,205.0
669.0,23.0,1610.0,251.0,47.0,151.0,0.507,71.0,78.0,91.0,0.55,235.0
720.0,24.0,2293.0,275.0,70.0,200.0,0.483,109.0,98.0,217.0,0.517,228.0
97.0,24.0,390.0,38.0,0.0,0.0,0.45799999999999996,38.0,18.0,66.0,0.5,245.0
1041.0,33.0,1884.0,425.0,4.0,14.0,0.48200000000000004,124.0,141.0,124.0,0.522,250.0
375.0,31.0,1451.0,175.0,1.0,1.0,0.629,121.0,83.0,221.0,0.623,260.0
122.0,24.0,429.0,43.0,22.0,53.0,0.551,14.0,8.0,29.0,0.583,205.0
844.0,22.0,1923.0,337.0,69.0,182.0,0.5760000000000001,76.0,80.0,127.0,0.602,230.0
71.0,20.0,147.0,24.0,9.0,30.0,0.419,5.0,6.0,13.0,0.479,185.0
385.0,26.0,1287.0,140.0,76.0,187.0,0.509,23.0,42.0,98.0,0.526,228.0
1249.0,23.0,2690.0,504.0,0.0,1.0,0.49700000000000005,256.0,166.0,205.0,0.531,265.0
74.0,21.0,358.0,31.0,3.0,11.0,0.365,5.0,10.0,28.0,0.389,230.0
1027.0,29.0,2300.0,414.0,72.0,228.0,0.456,152.0,206.0,228.0,0.467,225.0
6.0,25.0,42.0,2.0,0.0,0.0,0.222,2.0,2.0,4.0,0.27899999999999997,235.0
183.0,20.0,641.0,72.0,10.0,42.0,0.41,5.0,61.0,54.0,0.442,172.0
563.0,29.0,1000.0,174.0,83.0,225.0,0.45299999999999996,17.0,44.0,83.0,0.52,210.0
1446.0,30.0,2420.0,515.0,122.0,329.0,0.517,39.0,194.0,185.0,0.575,175.0
813.0,27.0,1880.0,299.0,112.0,274.0,0.5710000000000001,58.0,94.0,154.0,0.5870000000000001,225.0
737.0,23.0,1775.0,319.0,51.0,132.0,0.5529999999999999,113.0,61.0,138.0,0.5660000000000001,230.0
22.0,20.0,58.0,9.0,2.0,6.0,0.47600000000000003,1.0,8.0,3.0,0.503,194.0
265.0,28.0,1146.0,117.0,0.0,0.0,0.552,105.0,59.0,172.0,0.516,250.0
273.0,34.0,1101.0,106.0,16.0,60.0,0.451,90.0,45.0,156.0,0.485,255.0
62.0,24.0,164.0,27.0,0.0,6.0,0.574,19.0,14.0,25.0,0.603,227.0
1131.0,25.0,2457.0,434.0,50.0,156.0,0.45,62.0,189.0,195.0,0.498,220.0
588.0,28.0,1361.0,210.0,50.0,138.0,0.478,43.0,52.0,81.0,0.53,235.0
2376.0,26.0,3125.0,710.0,236.0,657.0,0.512,63.0,374.0,229.0,0.598,220.0
810.0,27.0,2341.0,302.0,97.0,268.0,0.546,107.0,79.0,188.0,0.575,215.0
2593.0,25.0,3122.0,849.0,192.0,491.0,0.56,58.0,285.0,174.0,0.635,240.0
628.0,24.0,1647.0,229.0,61.0,208.0,0.47600000000000003,72.0,49.0,137.0,0.517,235.0
432.0,34.0,1244.0,144.0,66.0,155.0,0.546,25.0,52.0,115.0,0.5770000000000001,233.0
196.0,28.0,642.0,63.0,6.0,28.0,0.361,13.0,51.0,45.0,0.442,190.0
116.0,22.0,342.0,42.0,1.0,2.0,0.5670000000000001,30.0,17.0,53.0,0.632,240.0
1372.0,37.0,2364.0,498.0,126.0,342.0,0.504,52.0,84.0,161.0,0.555,245.0
377.0,20.0,1418.0,145.0,28.0,86.0,0.408,16.0,74.0,122.0,0.431,200.0
539.0,33.0,1648.0,225.0,10.0,29.0,0.505,103.0,86.0,166.0,0.528,213.0
827.0,22.0,2318.0,316.0,87.0,215.0,0.5479999999999999,117.0,71.0,146.0,0.573,210.0
54.0,24.0,139.0,23.0,0.0,4.0,0.575,16.0,12.0,19.0,0.608,227.0
1054.0,19.0,2259.0,392.0,130.0,370.0,0.478,47.0,196.0,142.0,0.507,195.0
397.0,24.0,983.0,150.0,23.0,85.0,0.45799999999999996,26.0,61.0,70.0,0.503,175.0
568.0,24.0,1127.0,211.0,59.0,171.0,0.473,31.0,97.0,61.0,0.512,195.0
589.0,28.0,1434.0,216.0,78.0,215.0,0.502,99.0,59.0,120.0,0.53,235.0
766.0,25.0,2323.0,219.0,62.0,190.0,0.42700000000000005,40.0,193.0,201.0,0.529,194.0
890.0,25.0,2054.0,295.0,82.0,229.0,0.508,34.0,176.0,166.0,0.5720000000000001,200.0
488.0,30.0,1520.0,203.0,2.0,12.0,0.5379999999999999,42.0,78.0,140.0,0.581,192.0
1037.0,26.0,2186.0,383.0,132.0,347.0,0.542,64.0,96.0,140.0,0.5670000000000001,230.0
154.0,23.0,369.0,53.0,32.0,84.0,0.527,11.0,23.0,28.0,0.5489999999999999,201.0
438.0,28.0,860.0,160.0,17.0,62.0,0.47600000000000003,40.0,59.0,53.0,0.536,220.0
1036.0,27.0,1839.0,287.0,87.0,239.0,0.47200000000000003,52.0,77.0,87.0,0.5820000000000001,225.0
299.0,33.0,1036.0,113.0,43.0,144.0,0.43799999999999994,19.0,66.0,100.0,0.46399999999999997,190.0
472.0,33.0,1618.0,183.0,0.0,1.0,0.583,175.0,93.0,145.0,0.606,240.0
619.0,19.0,1367.0,264.0,3.0,14.0,0.501,68.0,67.0,158.0,0.531,243.0
1071.0,24.0,2428.0,434.0,124.0,352.0,0.49,46.0,109.0,177.0,0.507,180.0
1542.0,27.0,2668.0,552.0,122.0,299.0,0.561,69.0,213.0,206.0,0.604,190.0
988.0,25.0,2057.0,356.0,101.0,258.0,0.498,30.0,134.0,114.0,0.54,215.0
350.0,27.0,639.0,130.0,22.0,59.0,0.42100000000000004,29.0,59.0,47.0,0.46799999999999997,230.0
22.0,22.0,74.0,9.0,2.0,10.0,0.33299999999999996,2.0,6.0,4.0,0.342,200.0
595.0,29.0,1253.0,172.0,45.0,138.0,0.47200000000000003,23.0,101.0,165.0,0.57,190.0
566.0,23.0,1751.0,222.0,39.0,108.0,0.48100000000000004,28.0,146.0,121.0,0.515,175.0
781.0,27.0,2434.0,272.0,95.0,260.0,0.519,53.0,92.0,158.0,0.563,188.0
1130.0,21.0,2502.0,494.0,0.0,2.0,0.514,437.0,120.0,285.0,0.504,279.0
366.0,28.0,959.0,139.0,48.0,127.0,0.5379999999999999,12.0,63.0,89.0,0.562,161.0
813.0,25.0,2325.0,336.0,5.0,13.0,0.5589999999999999,227.0,117.0,301.0,0.591,240.0
1748.0,25.0,2246.0,601.0,70.0,210.0,0.47700000000000004,158.0,249.0,236.0,0.5379999999999999,270.0
432.0,28.0,905.0,162.0,24.0,73.0,0.539,30.0,59.0,75.0,0.586,190.0
364.0,26.0,710.0,138.0,0.0,0.0,0.47600000000000003,62.0,46.0,97.0,0.539,253.0
443.0,26.0,1263.0,187.0,47.0,104.0,0.541,19.0,53.0,103.0,0.5479999999999999,191.0
403.0,24.0,911.0,147.0,43.0,128.0,0.491,10.0,79.0,102.0,0.515,201.0
77.0,23.0,135.0,27.0,17.0,36.0,0.602,2.0,7.0,12.0,0.62,205.0
294.0,26.0,1194.0,136.0,0.0,0.0,0.535,112.0,51.0,111.0,0.536,249.0
470.0,22.0,1865.0,187.0,35.0,116.0,0.473,29.0,83.0,150.0,0.504,175.0
796.0,20.0,1733.0,307.0,28.0,84.0,0.535,181.0,104.0,208.0,0.5820000000000001,250.0
314.0,23.0,863.0,118.0,27.0,71.0,0.541,28.0,47.0,66.0,0.579,186.0
569.0,25.0,1867.0,207.0,98.0,239.0,0.501,33.0,116.0,178.0,0.527,198.0
398.0,24.0,1287.0,152.0,18.0,60.0,0.486,79.0,60.0,147.0,0.5329999999999999,240.0
392.0,30.0,1033.0,126.0,77.0,237.0,0.442,14.0,30.0,50.0,0.483,210.0
1432.0,28.0,2408.0,508.0,79.0,220.0,0.491,98.0,183.0,157.0,0.556,230.0
705.0,31.0,2109.0,284.0,3.0,24.0,0.447,121.0,94.0,211.0,0.489,213.0
573.0,25.0,1372.0,228.0,30.0,78.0,0.513,40.0,94.0,135.0,0.5479999999999999,230.0
833.0,25.0,1731.0,340.0,0.0,0.0,0.5489999999999999,146.0,76.0,205.0,0.594,253.0
118.0,24.0,415.0,50.0,9.0,39.0,0.447,34.0,16.0,39.0,0.457,230.0
612.0,27.0,1941.0,246.0,58.0,156.0,0.519,31.0,84.0,139.0,0.545,200.0
1025.0,30.0,2859.0,357.0,185.0,499.0,0.523,67.0,113.0,177.0,0.551,215.0
